business_name,review_id,rating,text,time_created
Farmstand,CsuW85KLjbHx4jT4dV5CFA,5,"Fresh, healthy offerings with a comfortable and cozy vibe. There's a downstairs area with more seating (and lots of plants) and the free water station...",2019-05-18 06:38:06
Farmstand,w01Vq65VWUZuFoqD51p-zA,3,"Stopped in for lunch. This is a modern, hipster-approved farm to table fresh casual food spot with most items pre-made as if you were at the Whole Foods...",2017-11-13 17:56:08
Petek,2L-atICrolvMYJVtLwFTPw,5,Recommended this place by some friends while we were up the road at the pub grabbing some pints. Extensive menu with a wide array of offerings. I've never...,2017-08-08 01:27:07
Petek,LJ8K6RiMoX4t_Z8wBRgxjg,5,"We had a great dinner at Petek. It was a bit out of the way for us coming from Kensington, but we were going there to meet friends. The food was great and...",2019-08-07 11:25:49
Petek,RuBFBuavg3758lwSGTUBew,3,We tried the mixed meze for two. All the dishes arrived at once (see picture) which was kind of overwhelming.  It was difficult to fit all the dishes on the...,2015-07-29 15:17:54
White Swan,q8-AL84vcj9Nxi91iM_zMA,5,My husband and I stayed nearby at the Hilton and this restaurant was recommended. We had our first meal here when we arrived and it was great. We went back...,2022-11-10 15:25:35
White Swan,6OCrablRO6CqkKCADmQDwQ,5,"We had been walking for several hours and in desperate need of a delicious meal. Naturally, I turned to Yelp to track down a delicious option. I noticed...",2020-01-12 19:19:04
White Swan,SfBmJAfvBygrZuRiplko7g,5,"Came here on a Monday night-just in time for Trivia! It was run in the back by someone not affiliated with the pub, for a £2 buy in. 

This was our first...",2019-03-16 15:08:22
Sri Nam,fJqbY3YFHzZmdZXChsIZ1g,3,Sri Nam can you put a pep in your step and come take our orders please. Multiple waiter/waitresses passed our table before someone stopped by to offer us...,2017-05-16 14:17:41
Sri Nam,-PEK9gexKBCeDsOckTi3wA,2,"The reason why I had to give it lower stars was because of the service. We kept having to ask staff multiple times for the same things (like water, bowls,...",2015-10-23 02:58:05
Sri Nam,RVQbewDKDYbIpYhqLw-iXA,3,We decided to try a la carte menu for lunch to celebrate a birthday. The restaurant have two sections and two menus. There wasn't a big selection of...,2017-06-29 06:43:45
The Gilbert Scott,RAyWpqhTjnTcBeXgr92E6w,4,Gorgeous restaurant built into the Renaissance hotel in King's Cross and run by celebrity chef + Michelin-star awarded restauranteur Marcus Wareing. The...,2019-01-23 14:59:20
The Gilbert Scott,PbfyTvBv6okYGRqcXzbzvQ,5,"Flawless. 

The thing about London yea? It's medieval and modern at the same time. You come off the tube, come up to the street, go through some doors and...",2017-05-20 10:16:54
The Gilbert Scott,PbnO0bSzjndyrgiLtqr-bg,1,"The building is gorgeous.  The location convenient.  The food is poor to middling. The service is earnest, but woefully slow and inadequate.

This was the...",2019-02-20 18:51:07
Wagamama,2mc2fFhzw-SI_Y2TtA9AVg,4,"I had to write a review of this particular branch of Wagamama to give a shout out to the wonderful manager, Amos. 

My sister and I stopped in to soak up...",2012-07-11 03:24:17
Wagamama,eoIQbrdHtSzA-zWReN-oOA,3,Absolutely no coverage here. Not sure why areas like this don't have WiFi. Good food. Regular Wagamama food. They now encourage people to pay using Qkr....,2015-10-23 14:29:59
Wagamama,3enuW4xpizATvz1xRIVWqw,2,"Inauthentic is fine, but food was simply not tasty. Ramen broth was watery and fried dumplings from dough to thickness to frying technique were all...",2016-04-10 05:13:03
Nha-Mor,kW-oipT-sUuvNtwhpP2FKQ,5,I'm so glad I found this place! I got one of their spicy beef boat noodle soups and it was exactly what I wanted. I was a bit skeptical of their paper...,2017-04-24 14:01:52
Nha-Mor,dzUOEDLr0aMLLxZ5c7zTcg,5,"So just to break it to you all, this place is basically a Yelp slamdunk despite no previous reviews. 

Hole in the wall 
Authentic as hell
Cheap and...",2015-10-21 13:05:52
Nha-Mor,6Qfu41FQLDXi-NB17FH4wQ,4,I had the green curry with chicken. The price is not low and the size is not huge but the food itself is really good and makes every pound worth it. The...,2017-07-19 14:20:35
Bull In a China Shop,Ba3gepYDK5I3Aib6chGzZQ,5,Had a wonderful time talking to the servers here about whisky. They were very knowledgeable and enthusiastic to talk to us and we learned a lot. Their bao...,2022-11-29 15:38:21
Bull In a China Shop,-CHlbupUAB0nJlI7KlKeIg,5,"If you're a fan of whisky, this is the place to be! Specifically Japanese whisky and like who doesn't love Japanese whisky??? 

It's a really nice vibe...",2020-11-12 09:36:43
Bull In a China Shop,VhEqhrX5ol5RAE8ZE9iCYA,3,"Had heard about this place in the ""Shortlist"" magazine which usually highlights some interesting places in London. If I could summarise this place it seems...",2016-04-26 09:10:31
Hiba,nJGzELNgdkOm8sDZiUN7ZA,5,Wow! This small restaurant does a huge takeaway business and we were happy to find a table in the back. Pleased to see they offered a multi course tasting...,2022-10-02 15:08:49
Hiba,RieH9vNTT9GILH9oT_h1cA,4,"I enjoyed a takeaway wrap here for a casual, on-the-go dinner. It's more of a dine-in place, though. It took maybe 10 minutes of waiting to get my food, so...",2021-08-05 06:06:05
Hiba,SscKf45aXADZcbAveML2dw,5,"The best restaurant we ate at during our week in London. We are making this review a little late so, for the life of us, we can't remember what we ordered....",2019-07-06 09:41:48
Porky's BBQ Boxpark,XMVq1xJa5dnGICS0FWtMBg,5,"Wow. Just wow. 

Coming from the States, I probably would know a thing or two about burgers and the like. And being from Northern California, we're pretty...",2017-08-13 14:25:22
Porky's BBQ Boxpark,Qdr_7N-Rhq7gfBOgf6CXug,4,"A po' boy so good I almost thought I was in New Orleans!

Porky's is smack in the middle of the Boxpark's upper level, but it never seems to be quite as...",2016-07-17 07:18:03
Porky's BBQ Boxpark,vAOQTPazQLMzyjRx4vi5Ew,5,"Great BBQ, cool space, good people.

- 5 stars for the pulled pork sandwich - as good as I've had in London.  Great BBQ sauce, plenty of meat, good bun.
- 5...",2014-12-07 03:24:20
Shackfuyu,9E13MlZWv-FVAn3Vp7O0gA,4,"Order the tasting menu. Don't even second guess yourself, it's the only decision to make to ensure you get the best of this whole damn menu. The fried...",2022-09-29 18:42:47
Shackfuyu,c4F-qdI_-umeHqcHfvhuWQ,5,"Great service and excellent food. Rare 5 stars from me. We tried many items off the menu and they were all well prepared, perfectly seasoned and packed full...",2022-09-28 03:37:12
Shackfuyu,tUuPqlUWDbYiErXyEkXiQw,3,"Shackfuyu made it to my list of London eats because of its famed okonomiyaki and French toast. Unsurprisingly, those 2 dishes were my favorites among the...",2017-05-15 08:06:14
Manhattan Grill,qgTCS9dAOUeH7Bb8QLFj3w,3,"If you stay in the hotel, some rooms get the breakfast buffet included. They have custom omelettes and eggs. fruit, juices (squeezed from boxes into vats),...",2022-07-17 07:44:44
Manhattan Grill,wLLBA5u7QTi5LgjAXO2ZWw,3,Fairly good Marriott restaurant. Great service (5/5) and quality food (3/5) but not memorable. Convenient spot at canary wharf.,2022-04-28 13:10:11
Manhattan Grill,ZEHQ8TR5k0VILzNybB99AA,2,I recently ate here and had their Malbec Monday £15 for a steak and glass of wine sounded like a good deal.  And to be fair the service was very friendly...,2017-09-18 11:50:34
LA VERDE at Riverside,xkVA7bqFodJuh7hADziz9w,4,"Verde has recently been renovated, with the bar/counter repositioned at the back of the restaurant, and a complete refurb of the decor and furniture. This...",2015-05-09 06:45:05
LA VERDE at Riverside,xALRzX1kvlBBQarr_Oqd3g,4,"I popped in here for lunch one day, based on the yelp review of course. 

While the last review was not shining, I found that I was pleasantly surprised by...",2012-08-02 14:44:45
LA VERDE at Riverside,lXYaCXUsNbj5Ci3Y8jYiUg,5,"at first sight a market
But get inside and you ll find few tables.
cheap and tasty a perfect and simple italian food.
risoto pescatora, gnocchi genovese and...",2009-02-22 22:01:11
Hubbard & Bell,70j5BejHoZlArxeE4KrIdw,4,I came here for dinner with some colleagues. I had been craving a salad and some veggies. I have never tasted a gooseberry so I decided to go with that one....,2019-10-26 01:22:50
Hubbard & Bell,apUW1TGBbY_LOFUJzNvzoQ,1,Closed! Permanently! Forever! Why? No one knows! Mystery! Too bad! Unfortunate! Update listing!,2022-09-03 00:49:43
Hubbard & Bell,M8rYcdMFGRCAKcB-8iudAQ,5,"Service was really nice. I came for a late night meal sonic dosnt really get to experience the whole menu but from what I did have, the food was great! The...",2019-07-04 16:34:00
Continental Stores,c3O_k0dCsXyqoc_zT2d1ig,5,Cosy little cafe serving wholesome delicious breakfast and brunch/lunch items. I dropped by around 12:30pm on a Thursday and they were out of their salmon...,2019-10-04 14:54:14
Continental Stores,NcLEsu2d82rdTMSz3RlgCQ,4,Pro: Great atmosphere and decent taste food. Con: Service is sometimes slow and gentrified price.,2021-10-31 18:09:03
Continental Stores,cCKDDDxv8Og6WLZXcXz0tQ,4,"Breakfast (brunch) was definitely a winner here, and their kitchen seemingly brings some Jing special to every dish on offer. 

We had the smoked haddock...",2017-07-09 06:21:22
Tower Tandoori Restaurant,L6hBGNAe5pvXLO4tWxGOmA,5,We were heading for the Chinese restaurant next door but that was packed so we popped our heads in Tower Tandoori to see if they could seat us seven....,2018-06-09 02:21:54
Tower Tandoori Restaurant,Sj5pV-ZW91VkpHpDElxoIA,5,"I had dinner here while visiting London. It was incredible, despite being during their renovation the restaurant was clean and very pleasant. The food was...",2022-07-21 14:44:09
Tower Tandoori Restaurant,rZe9JTGHdY0EJ-thPGkjYw,5,Chanced upon this place while looking for dinner options in the area ... glad to have stopped by and experienced the London mutton dhansak . Everything on...,2019-08-28 14:29:14
Wahaca,3PrjkLEAFUSFmZjZUKtwHA,4,"Definitely sit outside if you can. Our seat was right by the hostess stand even though over half the restaurant was empty, and it felt a bit claustrophobic....",2018-07-12 10:18:07
Wahaca,suVUVwjqovPNHl3oDt2RQQ,4,Really enjoyed this place! The ambience was great and we obviously over-ordered but the food was great. The hibiscus fresca was really tasty but I would not...,2020-02-09 07:52:30
Wahaca,3yWoCTHx_SOiWnouRJhKbQ,4,"The drinks are fabulous (and priced reasonably) and the atmosphere is very trendy. 

Head upstairs for the cocktail lounge and enjoy the swing chairs, and...",2017-11-23 15:46:15
Brumus,QyLdRyEE8y713J-4GqDkAw,4,"Had some breakfast here as it was close to our hotel. I hadn't realised it was attached to a hotel  

The food was good albeit one of my poached eggs was...",2019-10-26 15:58:20
Brumus,e2PFcfdxMM-Ji6TD47BnKQ,4,Every time that I am in London I'm always on the hunt for a proper scone and a pot of tea. I was searching around Leicester Square trying to find some and I...,2018-10-18 15:11:14
Brumus,dq75jNYtW9aR8nSWT68B-w,4,The restaurant is set inside the Haymarket Hotel so you expect it to look very good. We were not disappointed the look and feel of the restaurant was...,2014-06-15 02:11:51
Moreish Cafe Deli,0AkUNa5_iwFmI18aozP8uQ,5,"Quaint little place, hidden away, off the tourist path. Serving an eclectic mix of delicious and healthy sandwiches and salads. Many vegetarian options....",2017-11-06 05:45:30
Moreish Cafe Deli,IAyaGFMNNpzLmQxkJQhTVA,4,This is a solid spot where you can be sure to eat healthy while also getting great flavor. I had a lentil soup which was homemade and packed with flavor....,2021-11-29 13:27:26
Moreish Cafe Deli,GrnuDTX0VPOQZ8-RLza4GA,2,"Moreish is a quaint, seemingly overgrown cafe / greenhouse on the corner of Tavistock and Marchmont. Step inside a world of plants with the somber silence...",2021-09-03 02:26:39
The Pig & Goose at the George on the Strand,x6IYX6pPhnIC_tvlLZMEUg,5,We decided to try the Pig and Goose as we were renting a flat in the building next door.  It was late and we didn't want to travel too far for a meal.  The...,2017-12-05 07:37:38
The Pig & Goose at the George on the Strand,ieV_ANqlOI3TfKlbPBx_Mg,5,We find this restaurant randomly by walking tonight in London and what a fantastic surprise! The restaurant is upstairs and the kitchen is ruled by 2 chef...,2017-10-21 13:17:41
The Pig & Goose at the George on the Strand,yzvAwPCgmKkW4CMna2IyAg,4,The pub downstairs was bustling and the restaurant was quiet.  Had a beautifully cooked meal and the fried potatoes were to die for.  We would definitely...,2019-08-05 09:54:55
Arabica Bar & Kitchen,LasZVWhuojb2bhLLZMQP5w,4,I popped into here for dinner a few days ago with no reservation as a solo diner. It was hopping as usual. I was seated promptly but then ignored by...,2019-07-12 00:21:42
Arabica Bar & Kitchen,lSnxoNDdc-i_da1LTkKwJw,4,Very solid middle eastern food. Highlights were the hummus which was creamy and served with a nice drizzle of olive oil. The Phoenicia salad was light and I...,2018-06-15 09:24:34
Arabica Bar & Kitchen,GKugg1dbbEtYRrLTnWtiPg,5,The best Mediterranean that I've had in London. We just beat the lunch crowd and luckily they sat us even though we didn't have reservation. We were seated...,2018-07-07 10:51:37
Hispania,xXlYHip82fmNWZPtIOEpGQ,3,"It was only average. Went here for drinks and dinner with a business colleague. Had a variety of tapas and two mains. Pan con tomate was not very good, a...",2022-04-20 02:53:43
Hispania,D4z-PU47Bpu4EB8mzFGhOg,5,"Great food and wine here. Quality of the ingredients is great and the service is attentive and personable. Really nicely set out and good vibe. 

My only...",2017-02-10 08:52:00
Hispania,aAW7y5WSbmN5XTWQcHOT3g,5,"Oh my. This is the nicest Spanish food I've had outside Spain!

It's right next to Bank station and full of bankers, as you'd expect from the area, so it's...",2015-03-12 07:28:53
Herman Ze German,auDg9IIqKFw4v1JMhOhyVA,5,"Herman Ze German is probably my favourite quick meal restaurant in London. It is the one place that I recommend to every single one of my friends, whether...",2016-07-20 01:04:41
Herman Ze German,gQ9NkFsAgCmyEmUNOtzO6A,4,"Ordered Ze Wilde Bocke Roll. It's Bockwurst, Currysauce, Crispy Onions, Mayo, and Fries. 

This is a close approximation of the currywurst you'd find in...",2017-09-01 01:26:34
Herman Ze German,5Wll0dElBznA7NcIRmnocA,4,"""Our Wurst is ze Best""

Herman Ze German is probably the closest thing in London you'll find to Berlin street food. Sausages, schnitzels, and beer. I opted...",2017-10-21 11:55:26
Niche,j9G_hBhRKecd3dHb8ZskCA,5,"Our dinner at Niche was the best of our meals in London! With a Celiac son and another who's a picky eater, we typically worry about dining out (especially...",2019-04-29 09:59:16
Niche,x1k29XxWDkOUjxxbQipx1g,4,"good! staff are so nice. bread isn't that great though & a lot of the gluten free items aren't altered gluten free versions of an item, but the item without...",2022-05-20 11:52:10
Niche,GqW4c8u7ALilMavCS_L5Qg,5,Amazing!! Can not say enough about all the offerings. There were 4 of us and we got a large variety of the menu between us all. Everything was spot on for...,2019-03-13 12:27:20
Union Tavern,Sf8J2WLxjv_TubxSVjZYPw,5,"Great food, great service and great ambiance. Staff was friendly and accommodating and we loved the old feel to it. Food was delicious and we ordered a lot...",2022-12-14 09:36:20
Union Tavern,xa1VPq7FOsU3Sp3Nl-5IIQ,2,"Unfortunately, this tavern disappointed on many levels.  We arrived midday at the hotel and as we waited for the room to be ready, we stopped here for a...",2022-06-30 16:28:18
Union Tavern,soM0pwdFjo3usUvoJ5Oqgw,5,I just landed in London and this is my second time here. I have had a couple of fish n chips at different locations. I will tell you this location is by far...,2022-03-04 07:34:39
City Best Kebab Takeaway,k9S_sCkW_F-YGCgmGOMuZg,3,Either I have the memory of a goldfish or there's some language barrier going on up in here because I could have sworn that I'd ordered our kebabs for dine...,2012-10-20 11:04:53
City Best Kebab Takeaway,77WrLIT0Mb401IdFxEZwjA,4,I had the large Lamb Döner (in a wrap) for £6. It is huge and the amount and taste of the meat is good. Since there was no line I had my Döner in just a few...,2017-07-01 12:57:51
City Best Kebab Takeaway,QgMVR-9GSlp5J6wcbvUHwg,5,"Freshly made falafel pita for under £4? I'm a regular!

I LOVE THIS FALAFEL. 

Also, now that I am a bonafide regular -- they seem much nicer back there....",2013-03-26 15:23:53
Plum & Spilt Milk,FbpWfxazan6feCKcKIapwg,5,"As the English are known to say, this place was brilliant. 
I stayed at the hotel & ate breakfast here. 
The food was fantastic. I had the English breakfast...",2022-09-23 01:54:23
Plum & Spilt Milk,F8KEKOVHvM_aBlZX617Kdg,2,Pretty restaurant but food is awful. First night in London and this place was in our hotel. I ordered the special which was a fish and veggies. Nothing...,2022-12-17 10:31:59
Plum & Spilt Milk,Wy1uDYMCD9D1y3TIxZ7EMw,5,"This is probably my favorite restaurant in London right now.  The food is fresh, well seasoned and just great food.

We had the Mackerel, Seabass and...",2017-07-24 11:28:46
Pod,yo-alNyuDUpdDv-MOa-jVw,5,"Walked into it tired, and dejected after a lengthy meeting. Walked out fed and happy :)

It is a no frills healthy eating joint, with a very nice menu...",2018-05-14 19:08:41
Pod,Zxlo7oJK97QwO0aAQtJgLw,3,"Picked up lunch to go from here. Got a green curry. It was decent, some brown rice, veg, chicken, and curry. It seemed mostly healthy. The place is kind of...",2016-07-16 11:56:09
Pod,tSikt5W2Ju4AYgxwQh2TJQ,4,"Think a more eco-version of Pret with healthier, hardier, and slightly more exotic food options.  The menu changes with the seasons... but right now you can...",2008-12-29 23:46:57
Bangalore Express,LgyYEMna8dwcGf2tcGOicg,5,"The Seekh Kebab is wonderful and great ordered as a starter or with bread. We dined in on a Saturday night and they weren't busy at all, so the service was...",2021-08-16 11:18:03
Bangalore Express,ajGkAsSFdA_XgaXZVvN_yQ,3,"This place is tucked away in one of London's tiny alleyways off main roads, so keep your eyes peeled across from the Leadenhall Market.

I didn't want to go...",2017-02-28 07:29:39
Bangalore Express,26Fw7jglK-g8sIvxHj4WHw,3,"I liked this restaurant.  Kinda hidden away so probably would not have found it had it not been on Tastecards list.

Bangalore Express doesn't just serve...",2016-07-31 05:39:49
Din Tai Fung,KJ-W1M3irUjxwDtAL_P4Vw,4,"If you have a chance to eat at a Din Tai Fung, do it!  There are many soup dumpling places in China town area but this is what I consider the...",2023-02-10 12:31:59
Din Tai Fung,FAgE4lZ5biH7BbWO9NxDcw,4,"Yes it's expensive and the only reason it's docked a star is the price point.  But that said, the quality is absolutely there, even for the simplest of...",2023-01-09 15:19:03
Din Tai Fung,4_nkAmgScmCgmHil6vB-yw,3,"Late lunch for 2. This was my first Din Tai Fung visit outside of Taipei. Absolutely loved the deco, the bar, the seating design. We were fortunate to be...",2022-12-26 15:38:53
Zeret Kitchen,x-tnrExBUZNQiY3N7fTO8Q,5,"We are here tonight and were not disappointed.   Don't let the plain exterior fo you, inside some awesome food, people and service is waiting.    We got the...",2022-12-05 00:49:07
Zeret Kitchen,tqCZ6wHJDHez4limK_e4sQ,4,"Ill be honest..I was surprised, I had never been to the area but felt like trying a new restaurant . Everything was excellently prepared and nicely...",2019-03-20 02:24:21
Zeret Kitchen,mhX33nDmxHqG8NRUHKlPjw,5,"Although the location is a bit out of the way and deceiving at first, don't be fooled! The interior is actually super cozy and great. The food comes in...",2019-01-01 19:15:42
The Peasant,52a8tOHlW2eNpG3lknya-w,5,"This is a five star pub. 

They have a full drink list, an excellent kitchen and they put up with last minute big groups and a rogue baby. What more could...",2018-04-05 12:51:00
The Peasant,5r4nfu7eIFa65CEUrjQIaA,5,"Ate here for dinner on a recent trip to London (Sept 2021) and was very pleased.  Thought the menu choices were a bit limited, they were adequate for my...",2021-09-09 19:51:33
The Peasant,Jtr4sdu5aQRt2tSmqpHAtA,4,"Had a great dinner here with a group. Downstairs, we were able to grab and table and order off the full dinner menu. I ordered the grilled seabream, which...",2018-02-26 14:52:20
Pret A Manger,3vOtq9DEE5tiQts-MtEKgg,5,"A great quick spot for lunch!

Many different salads and sandwiches to choose from, and they're pre-packaged for a quick grab-and-go meal. They also have...",2019-05-13 04:58:27
Pret A Manger,iBPsCiaAPpl6ZorG5RnAWg,5,Whoa! This place is popular! There's literally another location across the street from this one and both were packed! Pret a Manger has the best ham and...,2019-11-07 15:00:17
Pret A Manger,ly7UaN6ZhHb3lBssVnALGg,5,Pret A Mangers are a godsend! This location particularly is awesome! The staff was super courteous to me and gave me a rundown of the area when I asked...,2017-05-30 09:00:07
Clipper Restaurant,mfkYNcNPy74Vg8e6Stfj8A,3,"I was looking for a place to take my uncle, he wanted to have a nice curry while visiting London and since this is not my specialty I came to Yelp and...",2014-11-17 08:32:51
Clipper Restaurant,Wx74Z8RSGvTDVAysWm3k2Q,4,I've been here three times and they have all been great experiences. Today was the first time that I have gone for lunch there and they do a brilliant deal...,2008-11-23 12:58:17
Clipper Restaurant,ZA3jVTV4RGCNMVs2G0HV8g,3,"Clipper is a great value on Brick Lane, and I was pleased with my experience!  We ""negotiated"" at the door for a complimentary drink with dinner and 20% off...",2012-12-02 19:01:48
La Mian & Dim Sum Stall,WbVrGeTL9a_4DFXhAhDNfA,4,"** IMPORTANT NOTE: I think these guys go on holidays for 3-4 months at the beginning of the year, so don't freak out like I did when I kept visiting Brick...",2013-08-09 10:12:49
La Mian & Dim Sum Stall,zJVQwimUyH1b-1nPjlT1uA,5,"The La Mian Stall is an institution and long time resident at the the sunday market at Brick Lane. To find them, they are near the top of brick lane market,...",2012-05-22 08:11:58
La Mian & Dim Sum Stall,ytNuhJeuYq2ysuv3GaSmyw,5,"Brick Lane is an odd one.  Amongst many Camden-esque food stalls serving bits of meat and peppers in what appears to be Agent Orange, there are some great...",2013-03-07 15:36:38
Byblos Harbour,7FAmJpZaJYyuCVusupUriw,4,"Every major cosmopolitan city in the world has something unique to offer that one does not see in other places. In Hong Kong, go crazy with Dim Sum; in...",2015-07-04 07:12:36
Byblos Harbour,gWz9PjBy0jBENTT-1ddnCw,3,Went on a Saturday night and sat inside. The table and room was nice and clean. The food however wasn't that great. Needed more flavor and authenticity.,2018-10-20 17:35:42
Byblos Harbour,o_rUzr0wOHjhhsd80_X5Hg,5,"Fabulous Lebanese Restaurant to rival it's Central London competitors. 
The great choice of fantastic dishes each one fresh and tasty. The hardest part will...",2009-02-05 13:44:09
Salvador & Amanda,c7zqxSitUss4nHM6Nz4eLg,5,"This is a super cute restaurant / Bar ! I highly recommend, the food was delicious, a la carte style, and the drinks were soooo good. They also have live...",2023-01-23 15:29:48
Salvador & Amanda,nH3rkvKmyFBjOQ9ZbilSjQ,5,"Let me just say hell yes!!!! I'm from Miami so obviously Latin roots in this blood! 

I was craving Hispanic music my whole stay while in London and let me...",2020-03-05 16:22:08
Salvador & Amanda,BeD4znH1Hlq7HXP6VinAaA,3,"A solid tapas place, better than average but nothing  special in terms of food.

The space is quite quircky and good for groups.

We tried a bit of...",2017-08-21 23:40:05
Summer With Monika,JF5uhmBxVTkIcrC9F9vlUg,5,So much great things happening here...in such a sweet little spot! I've eaten a number of times here - they have some delicious healthy salads from the...,2016-04-20 07:54:33
Summer With Monika,vQsF58JxC2vOv5cBNNwrcw,5,"Ok, I've been coming here a few times a week for a few weeks now and my love for it still holds strong. 

The important things you need to be aware of:...",2015-07-09 03:02:27
Summer With Monika,oUfVAkB1KbkAsGJO4zR_GQ,4,"Can't believe this is first time I've been here. Wow wow wow, it's the perfect place for Summer and for people like me that don't want to let the summer go....",2015-10-18 14:23:52
Gaucho,00zBoGer4wmKdZLGzAVwKQ,5,"Went out this evening together with my family to celebrate our grand parents turning 80 years old this year. 
To be honest, I think this is one of the best...",2018-09-29 17:44:01
Gaucho,u-YlN0OMNrJ0GdBVoFPNPw,3,Most notable was the slow service. The food was tasty and prepared well but the presentation lacking; my butterflied strip was served naked on a huge plate....,2018-07-25 16:17:21
Gaucho,kaYpMBugs70BEZrmmFxCdg,1,"The Worst service in the world 
Careless staff late service bad behavior expensive for nothing every thing have been changed to the Worst in this restaurant",2017-05-23 09:09:03
The Balcon,tUubeWhVDeB9ohn4TuNYuQ,5,A group of 4 of us catch up regularly over an afternoon tea session in London.  This time we visited The Balcon - a dining space attached to the Sofitel St...,2018-07-19 04:38:22
The Balcon,f3RoFSTLazrigRx9OrBm9w,4,"The Christmas dinner is a real festive dinner with a selection of meat, seafood or fish, and an awesome Christmas pudding. 
The only small complaint I may...",2017-12-25 13:23:19
The Balcon,SoT_SRxkd-1vaNFyqn2Mew,5,"After an awful afternoon Tea experience at another location, I booked at the Balcon and I'm happy to say I had a fantastic experience this time. 
-The...",2017-08-20 13:17:12
Half Cup,FiUCleLfnwM7a4PYF4LB7g,5,"We're visiting London from the US and decided to stop by this place for breakfast since it was close to our hotel. When we first got here ~10am, there was a...",2022-12-08 03:19:32
Half Cup,_fZ2d4XMyllsgtZ0uKcgqA,4,This place was nearby our hotel and we came to have breakfast one day. The restaurant was already busy at 9:30am and we had to wait a few minutes to be...,2022-12-16 21:38:06
Half Cup,1Jc-EbnbmnxFBNCrsMUNIA,5,Cute restaurant with delicious food and drinks. Came here one morning around noon and luckily they served brunch and breakfast. I had their pink dream...,2022-11-29 21:51:49
Negril,fhHiPGb9982wqK-fADGb5A,4,"Casual, relaxed atmosphere and very satisfying food. 

This was one of my first meals in London and it was a very good first impression. The salt fish...",2016-12-12 08:31:31
Negril,tyKJU7GSuAkw68tBP522Ug,1,"First time in Brixton. Looked forward to the meal. Get there, place not open despite saying that it is on google search.",2022-07-13 19:36:02
Negril,r4-gsYmiiqi5dR0zga11bg,2,"Just left this place and what a truly and utterly disappointing meal I just had. 

I should've known it was going to go south when I saw Ting in a...",2018-04-13 13:14:44
Tortilla - Islington,S-XeXqIEs_sBYmxNxVGELw,4,"Popped in with a friend for a burrito before a gig at o2 academy Islington!  Very small location but quick and easy and clean, also very cheap and...",2016-05-13 10:33:39
Tortilla - Islington,tiKRUq3K9mVCORHL4VrAwg,3,This place claims to make California burritos -- according to the huge poster on their doors. This was what got my attention in the first place as I was...,2021-12-19 07:48:43
Tortilla - Islington,9N_ruHGZTBuaIweVHGtsgA,3,"I understand why this place has 3.5 stars now. 

I came here a couple days ago to get a much needed post-workout burrito. 

The staff was lovely and super...",2017-02-25 03:43:33
Bill Or Beak,0NSSs1MvCe8mRGm5mtX8mg,5,"Bill or Beak had been on my radar for awhile because I'm a huge fan of duck. Unfortunately, I was either not at Kerb whenever it was there, or I had already...",2014-11-03 06:08:43
Bill Or Beak,aT5F6RhmTuHabxfWVsCOzw,5,"Had the opportunity of tasting the food last week at west India quay - kerb. The food stand looked vibrant and they are really nice, chatty people too....",2015-07-08 09:09:50
Bill Or Beak,g9e4OU-BOcmHq5lmuluaaw,4,"I have been dreaming about their truffle parmesan fries since I finished my last portion, so delicious, so need them in my life every day!

I also tried...",2015-10-06 12:30:01
Zealand Road Coffee Shop,UWE-UW2wAK-nxmsHxbuPmQ,4,This is a quaint little coffee shop off of the infamous Roman Road Market. It's simple and sweet. The staff is friendly and has all the basic elements to do...,2015-08-14 15:33:01
Zealand Road Coffee Shop,DgGAshEtkKnesfcU7RD-aA,5,A wonderful traditional cappuccino fresh squeezed orange juice and great baked goods!,2017-08-02 02:22:14
Zealand Road Coffee Shop,x_jupV9S9W5i3y-Sgzx4DA,4,"A cute little corner coffee shop with a couple of street-side tables and a couple more inside. If you can get a table there: great, otherwise a good place...",2015-07-03 03:23:32
Pret A Manger,rBF6xpm1fbAOnCxTMO6wOQ,5,"This Pret was very convenient to our hotel (the Holiday Inn) and the Russell Square station, so I walked there each morning to get food for my family and...",2022-06-27 14:42:22
Pret A Manger,Cq4CHzKc0JaiMhWB3y3h3A,5,"Pret, ily. 

I'm from California, so I can't help but to keep comparing between UK & US establishments and it's no different with Pret. If anyone asks...",2021-07-06 00:51:55
Pret A Manger,wlv7bEhV7Ri6dEK7aulH7Q,4,Enjoyed this place a lot and I mean a lot. I usually come here during the breakfast and lunch times to grab a drink or maybe a sandwich. They have so many...,2019-05-15 21:58:28
Busaba Leicester Square,8aekivyiKqEgI3U3rb2FtA,4,"Stumbled on Busaba, post changing of the guard and running around Piccadilly and I am glad we passed up a lot of the more run of the mill options. 

Great...",2019-07-31 13:17:07
Busaba Leicester Square,j_OmAOadRZmgr9WRy7gW6w,3,This place was recommended to us. Our first dinner in London. The area was great. It's close to all the shops and close to the underground metro. We we're...,2018-10-25 04:50:18
Busaba Leicester Square,ZlxxTYutSBIhaLS1Xzg82A,3,"This restaurant is a little bit weird. All the tables seem to be made for groups of 9 or more, so if you come alone or with another person you will most...",2016-02-03 14:27:42
Mint Leaf,AlSC3AWnSgBbiRSovdK2Dg,4,"Located downstairs, the Mint Leaf was a great choice for a late night drink. The bar wasn't too crowded, but enough to not feel lonely. I came with a group...",2016-12-14 18:10:52
